linetype	xmin	xmax	key	showSelectedlegendlinetype	showSelected1	showSelected2	PANEL	group
1	43448.817	43449.759	43448817 43449759	false positive	-4.8	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.8	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	-0.112657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	-0.112657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	-0.112657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	1.16988692973461	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	1.16988692973461	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	1.16988692973461	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	1.61885391825865	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	1.61885391825865	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	1.61885391825865	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	2.00830916989523	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	2.00830916989523	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	2.00830916989523	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	2.72562278092917	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	2.72562278092917	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	2.72562278092917	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	3.75283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	3.75283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	3.75283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	5.25202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	5.25202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	5.25202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.8	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.8	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.8	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.6	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-4.6	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-4.6	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-4.6	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.6	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.6	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.6	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.6	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.6	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.6	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.6	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	-0.212657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	-0.212657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	-0.212657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	1.01295894632013	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	1.01295894632013	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	1.01295894632013	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	1.51885391825865	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	1.51885391825865	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	1.51885391825865	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	1.86523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	1.86523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	1.86523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	2.52562278092917	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	2.52562278092917	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	2.52562278092917	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	3.55283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	3.55283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	3.55283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	5.05202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	5.05202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	5.05202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.6	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.6	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.6	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.4	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-4.4	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-4.4	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-4.4	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.4	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.4	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.4	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.4	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.4	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.4	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.4	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	-0.312657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	-0.312657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	-0.312657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	0.812958946320131	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	0.812958946320131	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	0.812958946320131	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	1.41885391825865	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	1.41885391825865	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	1.41885391825865	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	1.76523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	1.76523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	1.76523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	2.32562278092917	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	2.32562278092917	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	2.32562278092917	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	3.35283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	3.35283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	3.35283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	4.85202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	4.85202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	4.85202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.4	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.4	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.4	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.2	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-4.2	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-4.2	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-4.2	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.2	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.2	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.2	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.2	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.2	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4.2	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4.2	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	-0.412657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	-0.412657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	-0.412657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	0.612958946320131	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	0.612958946320131	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	0.612958946320131	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	1.31885391825865	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	1.31885391825865	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	1.31885391825865	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	1.66523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	1.66523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	1.66523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	2.12562278092917	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	2.12562278092917	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	2.12562278092917	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	3.15283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	3.15283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	3.15283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	4.65202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	4.65202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	4.65202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4.2	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4.2	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4.2	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-4	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-4	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-4	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-4	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-4	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	-0.512657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	-0.512657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	-0.512657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	0.412958946320131	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	0.412958946320131	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	0.412958946320131	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	1.20830916989523	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	1.20830916989523	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	1.20830916989523	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	1.56523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	1.56523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	1.56523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	1.9361675292926	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	1.9361675292926	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	1.9361675292926	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	2.95283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	2.95283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	2.95283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	4.45202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	4.45202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	4.45202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-4	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-4	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-4	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.8	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-3.8	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-3.8	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-3.8	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.8	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.8	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.8	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.8	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.8	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.8	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.8	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	-0.612657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	-0.612657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	-0.612657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	0.212958946320131	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	0.212958946320131	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	0.212958946320131	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	1.00830916989523	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	1.00830916989523	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	1.00830916989523	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	1.46523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	1.46523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	1.46523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	1.8361675292926	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	1.8361675292926	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	1.8361675292926	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	2.75283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	2.75283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	2.75283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	4.25202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	4.25202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	4.25202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.8	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.8	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.8	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.6	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-3.6	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-3.6	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-3.6	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.6	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.6	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.6	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.6	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.6	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.6	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.6	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	-0.712657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	-0.712657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	-0.712657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	0.0129589463201305	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	0.0129589463201305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	0.0129589463201305	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	0.808309169895229	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	0.808309169895229	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	0.808309169895229	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	1.36523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	1.36523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	1.36523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	1.7361675292926	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	1.7361675292926	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	1.7361675292926	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	2.55283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	2.55283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	2.55283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	4.05202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	4.05202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	4.05202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.6	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.6	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.6	Inf	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.4	-Inf	1	2
1	43449.894	43451.105	43449894 43451105	false positive	-3.4	-Inf	1	4
1	43451.457	43455.122	43451457 43455122	false positive	-3.4	-Inf	1	6
1	43448.817	43449.759	43448817 43449759	false positive	-3.4	-3.5987564321254	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-3.5987564321254	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-3.5987564321254	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.4	-2.87110214393305	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-2.87110214393305	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-2.87110214393305	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.4	-2.524465240576	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-2.524465240576	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-2.524465240576	1	5
1	43448.817	43449.759	43448817 43449759	false positive	-3.4	-1.7250450381836	1	2
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-1.7250450381836	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-1.7250450381836	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	-0.812657524285237	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-0.812657524285237	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-0.812657524285237	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	-0.187041053679869	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	-0.187041053679869	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	-0.187041053679869	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	0.60830916989523	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	0.60830916989523	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	0.60830916989523	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	1.26523715330971	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	1.26523715330971	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	1.26523715330971	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	1.6361675292926	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	1.6361675292926	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	1.6361675292926	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	2.35283511716953	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	2.35283511716953	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	2.35283511716953	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	3.85202555736225	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	3.85202555736225	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	3.85202555736225	1	5
0	43448.817	43449.759	43448817 43449759	correct	-3.4	Inf	1	1
0	43449.894	43451.105	43449894 43451105	correct	-3.4	Inf	1	3
0	43451.457	43455.122	43451457 43455122	correct	-3.4	Inf	1	5
