fill	x	y	tooltip	key	showSelectedlegendfill	clickSelects	showSelected1
#FFFFFF	0.666666666666667	1	-3.6<thresh<-3.2 FP=8 FN=0	-0.399999999999999 -3.39503245945932	More	-3.39503245945932	-0.399999999999999
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.7 FP=7 FN=0	-0.399999999999999 -2.94606547093528	More	-2.94606547093528	-0.399999999999999
#FFFFFF	0.333333333333333	1	-2.7<thresh<-2.6 FP=4 FN=0	-0.399999999999999 -2.6631107381536	More	-2.6631107381536	-0.399999999999999
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	-0.399999999999999 -2.524465240576	More	-2.524465240576	-0.399999999999999
#FFFFFF	0.25	0.75	-2.5<thresh<-2.0 FP=3 FN=1	-0.399999999999999 -2.25304533252717	More	-2.25304533252717	-0.399999999999999
#FFFFFF	0.166666666666667	0.75	-2.0<thresh<-1.3 FP=2 FN=1	-0.399999999999999 -1.67437721907083	More	-1.67437721907083	-0.399999999999999
#FFFFFF	0.166666666666667	0.5	-1.3<thresh<-1.0 FP=2 FN=2	-0.399999999999999 -1.14637692472725	More	-1.14637692472725	-0.399999999999999
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<0.0 FP=1 FN=2	-0.399999999999999 -0.490094964469779	More	-0.490094964469779	-0.399999999999999
#000000	0	0.5	0.0<thresh<1.6 FP=0 FN=2	-0.399999999999999 0.792449489550068	Min	0.792449489550068	-0.399999999999999
#FFFFFF	0	0.25	1.6<thresh<1.7 FP=0 FN=3	-0.399999999999999 1.63535796948531	More	1.63535796948531	-0.399999999999999
#FFFFFF	0	0	1.7<thresh<Inf FP=0 FN=4	-0.399999999999999 Inf	More	Inf	-0.399999999999999
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	-0.199999999999999 -Inf	More	-Inf	-0.199999999999999
#FFFFFF	0.75	1	-4.0<thresh<-3.8 FP=9 FN=0	-0.199999999999999 -3.93973201486999	More	-3.93973201486999	-0.199999999999999
#FFFFFF	0.666666666666667	1	-3.8<thresh<-3.2 FP=8 FN=0	-0.199999999999999 -3.49503245945932	More	-3.49503245945932	-0.199999999999999
#FFFFFF	0.583333333333333	1	-3.2<thresh<-2.9 FP=7 FN=0	-0.199999999999999 -3.04606547093528	More	-3.04606547093528	-0.199999999999999
#FFFFFF	0.333333333333333	1	-2.9<thresh<-2.6 FP=4 FN=0	-0.199999999999999 -2.7631107381536	More	-2.7631107381536	-0.199999999999999
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	-0.199999999999999 -2.524465240576	More	-2.524465240576	-0.199999999999999
#FFFFFF	0.25	0.75	-2.5<thresh<-2.2 FP=3 FN=1	-0.199999999999999 -2.35304533252717	More	-2.35304533252717	-0.199999999999999
#FFFFFF	0.166666666666667	0.75	-2.2<thresh<-1.5 FP=2 FN=1	-0.199999999999999 -1.87437721907083	More	-1.87437721907083	-0.199999999999999
#FFFFFF	0.166666666666667	0.5	-1.5<thresh<-1.0 FP=2 FN=2	-0.199999999999999 -1.24637692472725	More	-1.24637692472725	-0.199999999999999
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.2 FP=1 FN=2	-0.199999999999999 -0.590094964469778	More	-0.590094964469778	-0.199999999999999
#000000	0	0.5	-0.2<thresh<1.5 FP=0 FN=2	-0.199999999999999 0.652025557362248	Min	0.652025557362248	-0.199999999999999
#FFFFFF	0	0.25	1.5<thresh<1.6 FP=0 FN=3	-0.199999999999999 1.53535796948531	More	1.53535796948531	-0.199999999999999
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	-0.199999999999999 Inf	More	Inf	-0.199999999999999
#FFFFFF	1	1	-Inf<thresh<-4.0 FP=12 FN=0	0 -Inf	More	-Inf	0
#FFFFFF	0.75	1	-4.0<thresh<-4.0 FP=9 FN=0	0 -4.03973201486999	More	-4.03973201486999	0
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.2 FP=8 FN=0	0 -3.59503245945932	More	-3.59503245945932	0
#FFFFFF	0.583333333333333	1	-3.2<thresh<-3.1 FP=7 FN=0	0 -3.14606547093528	More	-3.14606547093528	0
#FFFFFF	0.333333333333333	1	-3.1<thresh<-2.6 FP=4 FN=0	0 -2.8631107381536	More	-2.8631107381536	0
#FFFFFF	0.25	1	-2.6<thresh<-2.5 FP=3 FN=0	0 -2.524465240576	More	-2.524465240576	0
#FFFFFF	0.25	0.75	-2.5<thresh<-2.4 FP=3 FN=1	0 -2.45304533252717	More	-2.45304533252717	0
#FFFFFF	0.166666666666667	0.75	-2.4<thresh<-1.7 FP=2 FN=1	0 -2.07437721907083	More	-2.07437721907083	0
#FFFFFF	0.166666666666667	0.5	-1.7<thresh<-1.0 FP=2 FN=2	0 -1.34637692472725	More	-1.34637692472725	0
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.4 FP=1 FN=2	0 -0.690094964469778	More	-0.690094964469778	0
#000000	0	0.5	-0.4<thresh<1.3 FP=0 FN=2	0 0.452025557362249	Min	0.452025557362249	0
#FFFFFF	0	0.25	1.3<thresh<1.6 FP=0 FN=3	0 1.43535796948531	More	1.43535796948531	0
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0 Inf	More	Inf	0
#FFFFFF	1	1	-Inf<thresh<-4.2 FP=12 FN=0	0.2 -Inf	More	-Inf	0.2
#FFFFFF	0.916666666666667	1	-4.2<thresh<-4.0 FP=11 FN=0	0.2 -4.13973201486999	More	-4.13973201486999	0.2
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.3 FP=8 FN=0	0.2 -3.69076502634595	More	-3.69076502634595	0.2
#FFFFFF	0.416666666666667	1	-3.3<thresh<-3.2 FP=5 FN=0	0.2 -3.24606547093528	More	-3.24606547093528	0.2
#FFFFFF	0.333333333333333	1	-3.2<thresh<-2.6 FP=4 FN=0	0.2 -2.89968223588422	More	-2.89968223588422	0.2
#FFFFFF	0.25	1	-2.6<thresh<-2.6 FP=3 FN=0	0.2 -2.61672750310254	More	-2.61672750310254	0.2
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.2 -2.524465240576	Min	-2.524465240576	0.2
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-1.9 FP=2 FN=1	0.2 -2.18211495654429	More	-2.18211495654429	0.2
#FFFFFF	0.166666666666667	0.5	-1.9<thresh<-1.0 FP=2 FN=2	0.2 -1.44637692472725	More	-1.44637692472725	0.2
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.6 FP=1 FN=2	0.2 -0.790094964469778	More	-0.790094964469778	0.2
#000000	0	0.5	-0.6<thresh<1.1 FP=0 FN=2	0.2 0.252025557362249	Min	0.252025557362249	0.2
#FFFFFF	0	0.25	1.1<thresh<1.6 FP=0 FN=3	0.2 1.33535796948531	More	1.33535796948531	0.2
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.2 Inf	More	Inf	0.2
#FFFFFF	1	1	-Inf<thresh<-4.4 FP=12 FN=0	0.4 -Inf	More	-Inf	0.4
#FFFFFF	0.916666666666667	1	-4.4<thresh<-4.0 FP=11 FN=0	0.4 -4.23973201486999	More	-4.23973201486999	0.4
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.5 FP=8 FN=0	0.4 -3.79076502634595	More	-3.79076502634595	0.4
#FFFFFF	0.416666666666667	1	-3.5<thresh<-3.2 FP=5 FN=0	0.4 -3.34606547093528	More	-3.34606547093528	0.4
#FFFFFF	0.333333333333333	1	-3.2<thresh<-2.8 FP=4 FN=0	0.4 -2.99968223588422	More	-2.99968223588422	0.4
#FFFFFF	0.25	1	-2.8<thresh<-2.6 FP=3 FN=0	0.4 -2.71672750310254	More	-2.71672750310254	0.4
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.4 -2.524465240576	Min	-2.524465240576	0.4
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.1 FP=2 FN=1	0.4 -2.28211495654429	More	-2.28211495654429	0.4
#FFFFFF	0.166666666666667	0.5	-2.1<thresh<-1.0 FP=2 FN=2	0.4 -1.54637692472725	More	-1.54637692472725	0.4
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-0.8 FP=1 FN=2	0.4 -0.890094964469778	More	-0.890094964469778	0.4
#000000	0	0.5	-0.8<thresh<0.9 FP=0 FN=2	0.4 0.0520255573622483	Min	0.0520255573622483	0.4
#FFFFFF	0	0.25	0.9<thresh<1.6 FP=0 FN=3	0.4 1.23535796948531	More	1.23535796948531	0.4
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.4 Inf	More	Inf	0.4
#FFFFFF	1	1	-Inf<thresh<-4.6 FP=12 FN=0	0.600000000000001 -Inf	More	-Inf	0.600000000000001
#FFFFFF	0.916666666666667	1	-4.6<thresh<-4.0 FP=11 FN=0	0.600000000000001 -4.33973201486999	More	-4.33973201486999	0.600000000000001
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.7 FP=8 FN=0	0.600000000000001 -3.89076502634595	More	-3.89076502634595	0.600000000000001
#FFFFFF	0.416666666666667	1	-3.7<thresh<-3.2 FP=5 FN=0	0.600000000000001 -3.44606547093528	More	-3.44606547093528	0.600000000000001
#FFFFFF	0.333333333333333	1	-3.2<thresh<-3.0 FP=4 FN=0	0.600000000000001 -3.09968223588423	More	-3.09968223588423	0.600000000000001
#FFFFFF	0.25	1	-3.0<thresh<-2.6 FP=3 FN=0	0.600000000000001 -2.81672750310254	More	-2.81672750310254	0.600000000000001
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.600000000000001 -2.524465240576	Min	-2.524465240576	0.600000000000001
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.3 FP=2 FN=1	0.600000000000001 -2.38211495654429	More	-2.38211495654429	0.600000000000001
#FFFFFF	0.166666666666667	0.5	-2.3<thresh<-1.0 FP=2 FN=2	0.600000000000001 -1.64716488283047	More	-1.64716488283047	0.600000000000001
#FFFFFF	0.0833333333333333	0.5	-1.0<thresh<-1.0 FP=1 FN=2	0.600000000000001 -0.990094964469779	More	-0.990094964469779	0.600000000000001
#000000	0	0.5	-1.0<thresh<0.7 FP=0 FN=2	0.600000000000001 -0.147186484534535	Min	-0.147186484534535	0.600000000000001
#FFFFFF	0	0.25	0.7<thresh<1.6 FP=0 FN=3	0.600000000000001 1.13535796948531	More	1.13535796948531	0.600000000000001
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.600000000000001 Inf	More	Inf	0.600000000000001
#FFFFFF	1	1	-Inf<thresh<-4.8 FP=12 FN=0	0.800000000000001 -Inf	More	-Inf	0.800000000000001
#FFFFFF	0.916666666666667	1	-4.8<thresh<-4.0 FP=11 FN=0	0.800000000000001 -4.43973201486999	More	-4.43973201486999	0.800000000000001
#FFFFFF	0.666666666666667	1	-4.0<thresh<-3.9 FP=8 FN=0	0.800000000000001 -3.99076502634595	More	-3.99076502634595	0.800000000000001
#FFFFFF	0.416666666666667	1	-3.9<thresh<-3.2 FP=5 FN=0	0.800000000000001 -3.59169083010477	More	-3.59169083010477	0.800000000000001
#FFFFFF	0.333333333333333	1	-3.2<thresh<-3.2 FP=4 FN=0	0.800000000000001 -3.19968223588422	More	-3.19968223588422	0.800000000000001
#FFFFFF	0.25	1	-3.2<thresh<-2.6 FP=3 FN=0	0.800000000000001 -2.87110214393305	More	-2.87110214393305	0.800000000000001
#000000	0.166666666666667	1	-2.6<thresh<-2.5 FP=2 FN=0	0.800000000000001 -2.54579712711966	Min	-2.54579712711966	0.800000000000001
#FFFFFF	0.166666666666667	0.75	-2.5<thresh<-2.5 FP=2 FN=1	0.800000000000001 -2.48211495654429	More	-2.48211495654429	0.800000000000001
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.2 FP=2 FN=2	0.800000000000001 -1.82583299628681	More	-1.82583299628681	0.800000000000001
#FFFFFF	0.0833333333333333	0.5	-1.2<thresh<-1.0 FP=1 FN=2	0.800000000000001 -1.09009496446978	More	-1.09009496446978	0.800000000000001
#000000	0	0.5	-1.0<thresh<0.5 FP=0 FN=2	0.800000000000001 -0.247186484534534	Min	-0.247186484534534	0.800000000000001
#FFFFFF	0	0.25	0.5<thresh<1.6 FP=0 FN=3	0.800000000000001 1.03535796948531	More	1.03535796948531	0.800000000000001
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	0.800000000000001 Inf	More	Inf	0.800000000000001
#FFFFFF	1	1	-Inf<thresh<-5.0 FP=12 FN=0	1 -Inf	More	-Inf	1
#FFFFFF	0.916666666666667	1	-5.0<thresh<-4.1 FP=11 FN=0	1 -4.58704105367987	More	-4.58704105367987	1
#FFFFFF	0.666666666666667	1	-4.1<thresh<-4.0 FP=8 FN=0	1 -4.09076502634595	More	-4.09076502634595	1
#FFFFFF	0.416666666666667	1	-4.0<thresh<-3.4 FP=5 FN=0	1 -3.74438179129489	More	-3.74438179129489	1
#FFFFFF	0.333333333333333	1	-3.4<thresh<-3.2 FP=4 FN=0	1 -3.29968223588422	More	-3.29968223588422	1
#FFFFFF	0.25	1	-3.2<thresh<-2.7 FP=3 FN=0	1 -2.92875185990134	More	-2.92875185990134	1
#FFFFFF	0.25	0.75	-2.7<thresh<-2.6 FP=3 FN=1	1 -2.64579712711966	More	-2.64579712711966	1
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1 -2.524465240576	More	-2.524465240576	1
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.4 FP=2 FN=2	1 -1.92583299628681	More	-1.92583299628681	1
#FFFFFF	0.0833333333333333	0.5	-1.4<thresh<-1.0 FP=1 FN=2	1 -1.19009496446978	More	-1.19009496446978	1
#000000	0	0.5	-1.0<thresh<0.3 FP=0 FN=2	1 -0.347186484534534	Min	-0.347186484534534	1
#FFFFFF	0	0.25	0.3<thresh<1.6 FP=0 FN=3	1 0.935357969485313	More	0.935357969485313	1
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1 Inf	More	Inf	1
#FFFFFF	1	1	-Inf<thresh<-5.2 FP=12 FN=0	1.2 -Inf	More	-Inf	1.2
#FFFFFF	0.916666666666667	1	-5.2<thresh<-4.3 FP=11 FN=0	1.2 -4.78704105367987	More	-4.78704105367987	1.2
#FFFFFF	0.666666666666667	1	-4.3<thresh<-4.0 FP=8 FN=0	1.2 -4.19076502634595	More	-4.19076502634595	1.2
#FFFFFF	0.416666666666667	1	-4.0<thresh<-3.6 FP=5 FN=0	1.2 -3.84438179129489	More	-3.84438179129489	1.2
#FFFFFF	0.333333333333333	1	-3.6<thresh<-3.2 FP=4 FN=0	1.2 -3.39968223588422	More	-3.39968223588422	1.2
#FFFFFF	0.25	1	-3.2<thresh<-2.9 FP=3 FN=0	1.2 -3.02875185990134	More	-3.02875185990134	1.2
#FFFFFF	0.25	0.75	-2.9<thresh<-2.6 FP=3 FN=1	1.2 -2.74579712711966	More	-2.74579712711966	1.2
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1.2 -2.524465240576	More	-2.524465240576	1.2
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.6 FP=2 FN=2	1.2 -2.02583299628681	More	-2.02583299628681	1.2
#FFFFFF	0.0833333333333333	0.5	-1.6<thresh<-1.0 FP=1 FN=2	1.2 -1.29009496446978	More	-1.29009496446978	1.2
#000000	0	0.5	-1.0<thresh<0.1 FP=0 FN=2	1.2 -0.447186484534534	Min	-0.447186484534534	1.2
#FFFFFF	0	0.25	0.1<thresh<1.6 FP=0 FN=3	1.2 0.835357969485313	More	0.835357969485314	1.2
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1.2 Inf	More	Inf	1.2
#FFFFFF	1	1	-Inf<thresh<-5.4 FP=12 FN=0	1.4 -Inf	More	-Inf	1.4
#FFFFFF	0.916666666666667	1	-5.4<thresh<-4.5 FP=11 FN=0	1.4 -4.98704105367987	More	-4.98704105367987	1.4
#FFFFFF	0.666666666666667	1	-4.5<thresh<-4.0 FP=8 FN=0	1.4 -4.29076502634595	More	-4.29076502634595	1.4
#FFFFFF	0.416666666666667	1	-4.0<thresh<-3.8 FP=5 FN=0	1.4 -3.94438179129489	More	-3.94438179129489	1.4
#FFFFFF	0.333333333333333	1	-3.8<thresh<-3.2 FP=4 FN=0	1.4 -3.49968223588422	More	-3.49968223588422	1.4
#FFFFFF	0.25	1	-3.2<thresh<-3.1 FP=3 FN=0	1.4 -3.12875185990134	More	-3.12875185990134	1.4
#FFFFFF	0.25	0.75	-3.1<thresh<-2.6 FP=3 FN=1	1.4 -2.84579712711966	More	-2.84579712711966	1.4
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1.4 -2.524465240576	More	-2.524465240576	1.4
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-1.8 FP=2 FN=2	1.4 -2.12583299628681	More	-2.12583299628681	1.4
#FFFFFF	0.0833333333333333	0.5	-1.8<thresh<-1.0 FP=1 FN=2	1.4 -1.39009496446978	More	-1.39009496446978	1.4
#000000	0	0.5	-1.0<thresh<-0.1 FP=0 FN=2	1.4 -0.547186484534534	Min	-0.547186484534534	1.4
#FFFFFF	0	0.25	-0.1<thresh<1.6 FP=0 FN=3	1.4 0.735357969485313	More	0.735357969485313	1.4
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1.4 Inf	More	Inf	1.4
#FFFFFF	1	1	-Inf<thresh<-5.6 FP=12 FN=0	1.6 -Inf	More	-Inf	1.6
#FFFFFF	0.916666666666667	1	-5.6<thresh<-4.7 FP=11 FN=0	1.6 -5.18704105367987	More	-5.18704105367987	1.6
#FFFFFF	0.666666666666667	1	-4.7<thresh<-4.0 FP=8 FN=0	1.6 -4.39169083010477	More	-4.39169083010477	1.6
#FFFFFF	0.583333333333333	1	-4.0<thresh<-4.0 FP=7 FN=0	1.6 -4.04438179129489	More	-4.04438179129489	1.6
#FFFFFF	0.333333333333333	1	-4.0<thresh<-3.3 FP=4 FN=0	1.6 -3.67345141531201	More	-3.67345141531201	1.6
#FFFFFF	0.333333333333333	0.75	-3.3<thresh<-3.2 FP=4 FN=1	1.6 -3.22875185990134	More	-3.22875185990134	1.6
#FFFFFF	0.25	0.75	-3.2<thresh<-2.6 FP=3 FN=1	1.6 -2.87110214393305	More	-2.87110214393305	1.6
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1.6 -2.524465240576	More	-2.524465240576	1.6
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-2.0 FP=2 FN=2	1.6 -2.22583299628681	More	-2.22583299628681	1.6
#FFFFFF	0.0833333333333333	0.5	-2.0<thresh<-1.0 FP=1 FN=2	1.6 -1.49009496446978	More	-1.49009496446978	1.6
#000000	0	0.5	-1.0<thresh<-0.3 FP=0 FN=2	1.6 -0.647186484534535	Min	-0.647186484534535	1.6
#FFFFFF	0	0.25	-0.3<thresh<1.6 FP=0 FN=3	1.6 0.635357969485312	More	0.635357969485312	1.6
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1.6 Inf	More	Inf	1.6
#FFFFFF	1	1	-Inf<thresh<-5.8 FP=12 FN=0	1.8 -Inf	More	-Inf	1.8
#FFFFFF	0.916666666666667	1	-5.8<thresh<-4.9 FP=11 FN=0	1.8 -5.38704105367987	More	-5.38704105367987	1.8
#FFFFFF	0.666666666666667	1	-4.9<thresh<-4.2 FP=8 FN=0	1.8 -4.59169083010477	More	-4.59169083010477	1.8
#FFFFFF	0.583333333333333	1	-4.2<thresh<-4.0 FP=7 FN=0	1.8 -4.14438179129489	More	-4.14438179129489	1.8
#FFFFFF	0.333333333333333	1	-4.0<thresh<-3.5 FP=4 FN=0	1.8 -3.77345141531201	More	-3.77345141531201	1.8
#FFFFFF	0.333333333333333	0.75	-3.5<thresh<-3.2 FP=4 FN=1	1.8 -3.32875185990134	More	-3.32875185990134	1.8
#FFFFFF	0.25	0.75	-3.2<thresh<-2.6 FP=3 FN=1	1.8 -2.87110214393305	More	-2.87110214393305	1.8
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	1.8 -2.524465240576	More	-2.524465240576	1.8
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-2.2 FP=2 FN=2	1.8 -2.32583299628681	More	-2.32583299628681	1.8
#FFFFFF	0.0833333333333333	0.5	-2.2<thresh<-1.0 FP=1 FN=2	1.8 -1.59009496446978	More	-1.59009496446978	1.8
#000000	0	0.5	-1.0<thresh<-0.5 FP=0 FN=2	1.8 -0.747186484534534	Min	-0.747186484534534	1.8
#FFFFFF	0	0.25	-0.5<thresh<1.6 FP=0 FN=3	1.8 0.535357969485313	More	0.535357969485313	1.8
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	1.8 Inf	More	Inf	1.8
#FFFFFF	1	1	-Inf<thresh<-6.0 FP=12 FN=0	2 -Inf	More	-Inf	2
#FFFFFF	0.916666666666667	1	-6.0<thresh<-5.1 FP=11 FN=0	2 -5.58704105367987	More	-5.58704105367987	2
#FFFFFF	0.666666666666667	1	-5.1<thresh<-4.4 FP=8 FN=0	2 -4.79169083010477	More	-4.79169083010477	2
#FFFFFF	0.583333333333333	1	-4.4<thresh<-4.0 FP=7 FN=0	2 -4.24438179129489	More	-4.24438179129489	2
#FFFFFF	0.333333333333333	1	-4.0<thresh<-3.7 FP=4 FN=0	2 -3.87345141531201	More	-3.87345141531201	2
#FFFFFF	0.333333333333333	0.75	-3.7<thresh<-3.2 FP=4 FN=1	2 -3.42875185990134	More	-3.42875185990134	2
#FFFFFF	0.25	0.75	-3.2<thresh<-2.6 FP=3 FN=1	2 -2.87110214393305	More	-2.87110214393305	2
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.5 FP=2 FN=1	2 -2.524465240576	More	-2.524465240576	2
#FFFFFF	0.166666666666667	0.5	-2.5<thresh<-2.4 FP=2 FN=2	2 -2.42583299628681	More	-2.42583299628681	2
#FFFFFF	0.0833333333333333	0.5	-2.4<thresh<-1.0 FP=1 FN=2	2 -1.69009496446978	More	-1.69009496446978	2
#000000	0	0.5	-1.0<thresh<-0.7 FP=0 FN=2	2 -0.847186484534534	Min	-0.847186484534534	2
#FFFFFF	0	0.25	-0.7<thresh<1.6 FP=0 FN=3	2 0.435357969485313	More	0.435357969485313	2
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	2 Inf	More	Inf	2
#FFFFFF	1	1	-Inf<thresh<-6.2 FP=12 FN=0	2.2 -Inf	More	-Inf	2.2
#FFFFFF	0.916666666666667	1	-6.2<thresh<-5.3 FP=11 FN=0	2.2 -5.78704105367987	More	-5.78704105367987	2.2
#FFFFFF	0.666666666666667	1	-5.3<thresh<-4.6 FP=8 FN=0	2.2 -4.99169083010477	More	-4.99169083010477	2.2
#FFFFFF	0.583333333333333	1	-4.6<thresh<-4.0 FP=7 FN=0	2.2 -4.34438179129489	More	-4.34438179129489	2.2
#FFFFFF	0.333333333333333	1	-4.0<thresh<-3.9 FP=4 FN=0	2.2 -3.97345141531201	More	-3.97345141531201	2.2
#FFFFFF	0.333333333333333	0.75	-3.9<thresh<-3.2 FP=4 FN=1	2.2 -3.52875185990134	More	-3.52875185990134	2.2
#FFFFFF	0.25	0.75	-3.2<thresh<-2.6 FP=3 FN=1	2.2 -2.87246989964386	More	-2.87246989964386	2.2
#FFFFFF	0.166666666666667	0.75	-2.6<thresh<-2.6 FP=2 FN=1	2.2 -2.58951516686218	More	-2.58951516686218	2.2
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	2.2 -2.524465240576	Min	-2.524465240576	2.2
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.0 FP=1 FN=2	2.2 -1.7250450381836	More	-1.7250450381836	2.2
#000000	0	0.5	-1.0<thresh<-0.9 FP=0 FN=2	2.2 -0.947186484534534	Min	-0.947186484534534	2.2
#FFFFFF	0	0.25	-0.9<thresh<1.6 FP=0 FN=3	2.2 0.335357969485313	More	0.335357969485314	2.2
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	2.2 Inf	More	Inf	2.2
#FFFFFF	1	1	-Inf<thresh<-6.4 FP=12 FN=0	2.4 -Inf	More	-Inf	2.4
#FFFFFF	0.916666666666667	1	-6.4<thresh<-5.5 FP=11 FN=0	2.4 -5.98704105367987	More	-5.98704105367987	2.4
#FFFFFF	0.666666666666667	1	-5.5<thresh<-4.8 FP=8 FN=0	2.4 -5.19169083010477	More	-5.19169083010477	2.4
#FFFFFF	0.583333333333333	1	-4.8<thresh<-4.1 FP=7 FN=0	2.4 -4.47437721907083	More	-4.47437721907083	2.4
#FFFFFF	0.583333333333333	0.75	-4.1<thresh<-4.0 FP=7 FN=1	2.4 -4.07345141531201	More	-4.07345141531201	2.4
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.2 FP=4 FN=1	2.4 -3.5987564321254	More	-3.5987564321254	2.4
#FFFFFF	0.25	0.75	-3.2<thresh<-2.8 FP=3 FN=1	2.4 -2.97246989964386	More	-2.97246989964386	2.4
#FFFFFF	0.166666666666667	0.75	-2.8<thresh<-2.6 FP=2 FN=1	2.4 -2.68951516686218	More	-2.68951516686218	2.4
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	2.4 -2.524465240576	Min	-2.524465240576	2.4
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.1 FP=1 FN=2	2.4 -1.78292451635157	More	-1.78292451635157	2.4
#FFFFFF	0.0833333333333333	0.25	-1.1<thresh<-1.0 FP=1 FN=3	2.4 -1.04718648453453	More	-1.04718648453453	2.4
#FFFFFF	0	0.25	-1.0<thresh<1.6 FP=0 FN=3	2.4 0.293237447653286	More	0.293237447653286	2.4
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	2.4 Inf	More	Inf	2.4
#FFFFFF	1	1	-Inf<thresh<-6.6 FP=12 FN=0	2.6 -Inf	More	-Inf	2.6
#FFFFFF	0.916666666666667	1	-6.6<thresh<-5.7 FP=11 FN=0	2.6 -6.18704105367987	More	-6.18704105367987	2.6
#FFFFFF	0.666666666666667	1	-5.7<thresh<-5.0 FP=8 FN=0	2.6 -5.39169083010477	More	-5.39169083010477	2.6
#FFFFFF	0.583333333333333	1	-5.0<thresh<-4.3 FP=7 FN=0	2.6 -4.67437721907083	More	-4.67437721907083	2.6
#FFFFFF	0.583333333333333	0.75	-4.3<thresh<-4.0 FP=7 FN=1	2.6 -4.17345141531201	More	-4.17345141531201	2.6
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.2 FP=4 FN=1	2.6 -3.5987564321254	More	-3.5987564321254	2.6
#FFFFFF	0.25	0.75	-3.2<thresh<-3.0 FP=3 FN=1	2.6 -3.07246989964386	More	-3.07246989964386	2.6
#FFFFFF	0.166666666666667	0.75	-3.0<thresh<-2.6 FP=2 FN=1	2.6 -2.78951516686218	More	-2.78951516686218	2.6
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	2.6 -2.524465240576	Min	-2.524465240576	2.6
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.3 FP=1 FN=2	2.6 -1.88292451635157	More	-1.88292451635157	2.6
#FFFFFF	0.0833333333333333	0.25	-1.3<thresh<-1.0 FP=1 FN=3	2.6 -1.14718648453453	More	-1.14718648453453	2.6
#FFFFFF	0	0.25	-1.0<thresh<1.6 FP=0 FN=3	2.6 0.293237447653286	More	0.293237447653286	2.6
